ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
69 Cambridge Street ,"$799,900",['Sold on May 12 2021'],"$915,069",6,3,-,1100-1500,100+ years,2-Storey,Full,2021,336000,2021,3772.75,75,19.51,712880046,Exhibition Park,ResidentialProperty,43.5421439,-80.2575273
69 Revell Drive ,"$849,900",['Sold on May 15 2021'],"$1,000,000",2,3,-,-,-,Other,Unfinished,-,-,2021,5176,105,45,-,Guelph South,ResidentialProperty,43.50946354,-80.19746572
7 Algoma Drive ,"$729,900",['Sold on Sep 14 2021'],"$850,000",5,3,1,1100-1500,51-99 years,Bungalow-Raised,Fin W/O,2021,363000,2021,4124.8,104,79.33,713530070,Waverley,ResidentialProperty,43.57750012,-80.2548617
7 Allison Place ,"$829,900",['Sold on Dec 02 2021'],"$800,000",15,3,-,1100-1500,31-50 years,Sidesplit 4,Part Fin,2021,347000,2021,3964.85,-,71,712560137,Parkwood Gardens,ResidentialProperty,43.51615651,-80.27571546
7 Bagot Street ,"$699,900",['Sold on Aug 24 2021'],"$725,000",7,2,3,700-1100,31-50 years,Bungalow,Full,-,-,2021,3747.76,66,66,-,Onward Willow,ResidentialProperty,43.5398665,-80.2646274
7 Glebeholme Crescent ,"$875,000",['Sold on Sep 18 2021'],"$867,500",2,4,-,1100-1500,51-99 years,2-Storey,Full,2021,412000,2021,4707.55,114,68.64,712940026,Exhibition Park,ResidentialProperty,43.55191857,-80.2749852
7 Harts Lane East ,"$999,900",['Sold on May 05 2021'],"$1,025,000",9,4,-,1500-2000,16-30 years,2-Storey,Finished,2021,573000,2021,7005,170,59,715050334,Guelph South,ResidentialProperty,43.5197953,-80.20638793
7 Hollyberry Place ,"$899,900",['Sold on Jun 19 2021'],"$1,075,000",2,3,1,1500-2000,31-50 years,Sidesplit 3,Finished,2021,468000,2020,5254.9,133,71.36,712540611,Onward Willow,ResidentialProperty,43.52203077,-80.28157624
7 Peartree Crescent ,"$880,000",['Sold on Nov 05 2021'],"$875,000",16,3,1,-,-,Bungalow,Finished,-,-,2021,3717.02,114.83,49.21,-,West Willow Woods,ResidentialProperty,43.53034731,-80.30010143
7 Shirley Avenue ,"$799,900",['Sold on Jun 28 2021'],"$785,000",17,2,1,1100-1500,51-99 years,Bungalow,Finished,2021,348000,2020,3907.49,90,54.99,713250052,Central East,ResidentialProperty,43.55791377,-80.24561573
7 Southcreek Trail ,"$749,900",['Sold on Oct 04 2021'],"$785,000",5,3,-,700-1100,31-50 years,2-Storey,Finished,2021,322000,2021,3679.2,132,41,714900422,Kortright Hills,ResidentialProperty,43.51113725,-80.2164922
7 Stanley Street ,"$1,199,900",['Sold on Nov 27 2021'],"$1,200,000",2,3,1,2000-2500,0-5 years,2-Storey,Finished,2021,448000,2021,5118.89,91,32.5,712970413,Exhibition Park,ResidentialProperty,43.5555819,-80.26986504
7 Zecca Drive ,"$1,125,000",['Sold on Aug 19 2021'],"$1,210,000",8,4,-,2000-2500,-,2-Storey,Finished,2021,523000,2021,6166,101,40,71186202,Guelph South,ResidentialProperty,43.5191009,-80.18941797
70 Cole Road ,"$699,900",['Sold on Sep 13 2021'],"$750,000",6,3,1,1100-1500,31-50 years,2-Storey,Apartment,-,-,2021,4284.78,137.57,24.38,-,Hanlon Creek,ResidentialProperty,43.51530781,-80.23375567
70 Kensington Street ,"$774,900",['Sold on Dec 01 2021'],"$1,000,000",7,3,1,1100-1500,51-99 years,Bungalow,Full,-,-,2021,4147.67,110,70,713070018,Waverley,ResidentialProperty,43.56904313,-80.26276613
70 Victoria Road North ,"$599,900",['Sold on Oct 27 2021'],"$800,000",5,3,-,1100-1500,51-99 years,Bungalow,Full,2021,322000,2021,3679,103,50,713310203,Central East,ResidentialProperty,43.55988748,-80.2352443
70 Wilkie Crescent ,"$849,000",['Sold on Jul 16 2021'],"$920,500",6,3,1,2500-3000,6-15 years,2-Storey,Finished,2021,452000,2021,5164.59,110,30,711862679,Pine Ridge,ResidentialProperty,43.50906461,-80.17931118
70 York Road ,"$699,900",['Sold on Apr 23 2021'],"$685,000",30,3,1,1500-2000,51-99 years,1 1/2 Storey,Part Bsmt,-,-,2020,4370,110,49,-,Two Rivers,ResidentialProperty,43.54151426,-80.24022592
72 Balmoral Drive ,"$799,900",['Sold on May 04 2021'],"$972,000",6,3,-,1100-1500,51-99 years,Sidesplit 4,Finished,2021,399000,2020,4480.14,113.33,55,713040052,Waverley,ResidentialProperty,43.57483027,-80.25998121
73 Porter Court ,"$999,500",['Sold on May 25 2021'],"$1,090,000",6,5,-,3000-3500,16-30 years,Bungalow,Finished,-,-,2020,5299.81,108,55,-,Clairfields,ResidentialProperty,43.507398,-80.190427
73 Southcreek Trail ,"$879,900",['Sold on Sep 09 2021'],"$845,000",64,1,2,-,-,Bungalow,Fin W/O,-,-,2020,4322.58,144.36,32.81,714900768,Kortright Hills,ResidentialProperty,43.50985033,-80.21624487
731 Scottsdale Drive ,"$684,900",['Sold on May 26 2021'],"$785,000",9,3,3,-,-,2-Storey,Fin W/O,-,-,2020,4135.88,105,51.98,-,Hanlon Creek,ResidentialProperty,43.512785,-80.234311
74 Marsh Crescent ,"$1,050,000",['Sold on Aug 09 2021'],"$1,150,000",5,3,1,1500-2000,16-30 years,2-Storey,Fin W/O,-,-,2021,5644,103,33,-,Pine Ridge,ResidentialProperty,43.5189629,-80.18294544
74 Marshall Drive ,"$1,200,000",['Sold on May 07 2021'],"$1,125,000",11,4,-,2000-2500,6-15 years,2-Storey,Full,-,-,2020,5625.44,115.28,41.54,-,Grange Hill East,ResidentialProperty,43.57254392,-80.20979592
74 Raglan Street ,"$745,000",['Sold on Nov 22 2021'],"$730,000",4,3,-,1100-1500,100+ years,1 1/2 Storey,Full,2021,333000,2021,3804.89,100,35,712790032,Onward Willow,ResidentialProperty,43.5385867,-80.26448896
747 Scottsdale Drive ,"$747,500",['Sold on Jul 25 2021'],"$716,000",12,3,3,-,-,Bungalow,Finished,-,-,2021,3964.85,105,50.98,-,Kortright Hills,ResidentialProperty,43.5123272,-80.23256647
75 Alma Street South ,"$599,000",['Sold on Jun 15 2021'],"$600,000",7,2,-,700-1100,51-99 years,Bungalow,Part Fin,2021,303000,2020,3402,100,50,71280005,Onward Willow,ResidentialProperty,43.53417405,-80.26013808
75 Cedar Street ,"$799,900",['Sold on Jun 24 2021'],"$880,000",6,3,3,700-1100,51-99 years,Bungalow,Finished,2021,333000,2021,3739.06,91,52.07,712470174,Old University,ResidentialProperty,43.53035564,-80.25184479
75 Johnston Street ,"$575,000",['Sold on Jun 22 2021'],"$575,000",13,2,-,700-1100,51-99 years,1 1/2 Storey,Part Fin,2021,291000,2020,3267,110,37.5,713410107,Two Rivers,ResidentialProperty,43.5490567,-80.2309044
75 Revell Drive ,"$849,900",['Sold on Jun 01 2021'],"$849,900",15,3,-,1100-1500,6-15 years,2-Storey,Full,-,-,2020,4513.31,106,40.03,230806000,Clairfields,ResidentialProperty,43.50904887,-80.19753186
76 Cassino Avenue ,"$725,000",['Sold on Jun 16 2021'],"$725,000",1,2,1,700-1100,31-50 years,Bungalow,Finished,2021,303000,2021,3402.21,135,50,230802001,Grange Hill East,ResidentialProperty,43.56036591,-80.23766167
77 Imperial Road North ,"$789,000",['Sold on Oct 11 2021'],"$750,000",13,3,1,1500-2000,31-50 years,2-Storey,Finished,-,-,2021,4021,109.86,58.57,-,West Willow Woods,ResidentialProperty,43.5317425,-80.2940418
77 McElderry Road ,"$850,000",['Sold on Jul 13 2021'],"$955,000",6,3,-,1500-2000,31-50 years,Sidesplit 3,Full,-,-,2020,5500,114.83,54.95,-,Hanlon Creek,ResidentialProperty,43.515554,-80.22139
77 Norma Crescent ,"$1,549,000",['Sold on Oct 06 2021'],"$1,700,000",7,4,2,-,-,2-Storey,Apartment,-,-,2021,6761.47,166.79,41.99,-,Brant,ResidentialProperty,43.58346759,-80.2588316
77 Thornhill Drive ,"$899,900",['Sold on Jun 06 2021'],"$1,077,000",4,3,1,1500-2000,31-50 years,2-Storey,Finished,2021,461000,2020,5176.3,155,47.83,712670042,West Willow Woods,ResidentialProperty,43.5327504,-80.3008789
78 Amsterdam Crescent ,"$1,274,900",['Sold on Dec 06 2021'],"$1,550,000",7,4,-,3500-5000,6-15 years,2-Storey,Apartment,-,-,2021,8204,105,37,711863036,Two Rivers,ResidentialProperty,43.51794242,-80.19149986
78 Devere Drive ,"$769,000",['Sold on May 02 2021'],"$707,500",224,3,-,1100-1500,-,Backsplit 4,Finished,-,-,2020,4031,60,110,-,College,ResidentialProperty,43.512949,-80.247933
79 Duke Street ,"$629,900",['Sold on Jul 22 2021'],"$620,000",47,3,-,1100-1500,-,2-Storey,Unfinished,-,-,2021,3154.96,132.58,31.04,-,Two Rivers,ResidentialProperty,43.54605169,-80.23935957
79 Kortright Road ,"$729,900",['Sold on Oct 13 2021'],"$833,000",7,3,-,-,-,2-Storey,Full,2021,422000,2021,4821.81,-,54.63,712300007,Kortright Hills,ResidentialProperty,43.522031,-80.2126236
79 Porter Court ,"$991,889",['Sold on Jun 29 2021'],"$1,080,000",5,3,-,-,-,2-Storey,Finished,-,-,2021,5919,108.27,36.09,-,Pine Ridge,ResidentialProperty,43.50717713,-80.19012925
8 Blackbird Crescent ,"$675,000",['Sold on Jun 17 2021'],"$728,000",10,3,1,-,-,Bungalow,Apartment,-,-,2021,4159.1,102,45.01,-,Brant,ResidentialProperty,43.58034483,-80.25850293
8 Fergus Street ,"$699,900",['Sold on Aug 10 2021'],"$700,000",6,2,-,1100-1500,-,Bungalow,Crawl Space,-,-,2021,3142,66,65,-,Exhibition Park,ResidentialProperty,43.5379028,-80.2562801
8 Marlborough Road ,"$575,000",['Sold on Oct 06 2021'],"$685,000",-,3,1,700-1100,51-99 years,Bungalow,Finished,-,-,2021,3930.57,104,66.01,-,Exhibition Park,ResidentialProperty,43.559033,-80.26165438
8 Shelby Place ,"$999,900",['Sold on Jun 03 2021'],"$1,230,000",2,4,-,2000-2500,16-30 years,2-Storey,Finished,-,-,2020,6009.75,-,37.76,712580316,West Willow Woods,ResidentialProperty,43.5252222,-80.2705653
8 Southampton Street ,"$749,900",['Sold on Oct 13 2021'],"$832,000",6,3,-,1100-1500,-,1 1/2 Storey,Full,-,-,2021,4330,74,35.24,-,Central West,ResidentialProperty,43.54000746,-80.26054605
80 Liverpool Street ,"$1,199,900",['Sold on May 18 2021'],"$1,325,000",8,5,-,3500-5000,100+ years,2 1/2 Storey,Full,2021,583000,2020,6344,106,33,712910085,Exhibition Park,ResidentialProperty,43.54533189,-80.25677725
80 Lynch Circle ,"$749,000",['Sold on May 23 2021'],"$815,000",6,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2020,4646,108.27,30.18,-,Pine Ridge,ResidentialProperty,43.50664871,-80.1845926
80 Marlborough Road ,"$799,900",['Sold on Jun 15 2021'],"$950,275",5,2,-,700-1100,-,Bungalow,Finished,2021,-,2021,4200,-,75,-,Two Rivers,ResidentialProperty,43.56283325,-80.26628153
81 Marshall Drive ,"$1,149,000",['Sold on Jul 01 2021'],"$1,115,000",22,4,-,2000-2500,6-15 years,2-Storey,Finished,-,-,2021,5713.05,117.7,49.43,-,Grange Hill East,ResidentialProperty,43.5720108,-80.20940855
82 Alma Street South ,"$549,900",['Sold on Jul 20 2021'],"$580,000",6,2,-,700-1100,51-99 years,Bungalow,Full,2021,283000,2021,3233.58,100,45,712800088,Onward Willow,ResidentialProperty,43.5342884,-80.2599531
